WeatherCondition,TrafficCongestion,DistanceRemaining,Time_Taken_Hours
Fog,Low,204.8,7.48
Rain,High,642.4,41.62
Fog,Jam,973.8,100.51
Rain,High,600.2,33.72
Snow,High,1016.5,89.99
Storm,Jam,499.5,65.35
Storm,Medium,428.8,26.09
Fog,Medium,55.2,2.49
Fog,High,1271.4,83.76
Rain,Medium,1331.2,57.33
Storm,Medium,375.7,27.39
Snow,High,607.3,46.16
Snow,Medium,548.0,28.71
Fog,Jam,500.1,48.16
Rain,Low,137.8,5.71
Rain,High,674.5,39.59
Clear,Low,1475.3,46.96
Rain,Low,157.6,6.48
Rain,Jam,1074.0,91.84
Storm,Low,755.7,47.76
Storm,Jam,659.0,85.18
Snow,High,304.5,27.22
Rain,High,977.0,61.72
Fog,Jam,1410.1,141.0
Clear,Medium,1235.4,44.31
Fog,Low,1491.9,57.38
Snow,Jam,266.7,33.17
Rain,Medium,199.8,9.37
Rain,Medium,536.4,25.6
Snow,Medium,558.7,35.07
Snow,Low,378.8,22.64
Fog,Low,1217.9,45.55
Snow,Medium,408.9,25.84
Clear,Jam,416.6,20.32
Clear,Medium,95.4,2.88
Clear,High,186.1,8.23
Fog,Medium,794.9,38.98
Rain,Medium,1035.6,56.36
Storm,Medium,899.0,61.4
Storm,Medium,1450.0,104.52
Rain,Medium,716.9,34.25
Rain,Medium,297.5,14.0
Fog,Jam,1085.1,102.42
Clear,Medium,1237.5,46.28
Storm,Jam,1109.3,156.27
Fog,Medium,637.4,35.06
Snow,Jam,1167.0,147.42
Storm,High,112.8,11.83
Clear,Low,1217.8,31.96
Snow,High,921.2,57.54
Rain,Low,32.4,1.17
Storm,Jam,334.9,44.29
Rain,Jam,1376.6,102.62
Fog,Medium,327.1,15.32
Snow,Jam,1343.5,144.94
Rain,Jam,955.7,68.88
Rain,Low,826.6,33.38
Clear,Low,329.4,9.18
Clear,Jam,1363.4,75.99
Fog,High,9.0,0.66
Storm,Jam,932.0,117.71
Clear,High,728.6,30.9
Fog,Jam,817.3,62.73
Clear,Jam,363.8,21.31
Snow,High,1292.0,98.28
Snow,Jam,1346.6,173.57
Snow,Low,14.0,0.62
Storm,Low,763.3,50.12
Rain,High,616.6,38.84
Storm,Low,756.6,49.64
Fog,High,341.4,22.72
Rain,Low,1287.1,40.29
Clear,Medium,1376.6,49.56
Clear,Medium,1116.3,33.61
Clear,Jam,582.5,34.54
Snow,High,1273.3,100.66
Clear,Low,1346.3,39.88
Storm,High,493.0,59.45
Fog,Medium,446.1,21.01
Rain,High,1066.6,67.64
Clear,High,1225.3,67.01
Storm,Medium,142.2,12.07
Fog,Medium,1267.0,65.13
Rain,Medium,871.4,46.59
Rain,High,571.3,34.76
Clear,Low,1481.1,39.93
Snow,Medium,815.9,48.45
Storm,High,472.1,41.36
Fog,Medium,37.0,1.79
Snow,High,1169.3,93.22
Clear,Low,220.1,5.9
Storm,High,1483.3,157.06
Clear,Medium,370.9,12.29
Fog,Low,605.0,24.94
Snow,Jam,432.3,39.9
Fog,Medium,1280.4,64.05
Snow,High,1297.9,92.05
Storm,High,246.7,27.9
Rain,Jam,139.1,14.85
Storm,Medium,1372.3,102.11
Clear,Medium,21.1,0.7
Fog,Low,39.5,1.61
Clear,Low,838.7,23.36
Clear,Low,1082.1,35.7
Fog,High,1176.1,83.79
Storm,High,273.5,32.23
Snow,Low,412.6,19.54
Storm,Low,591.2,35.34
Rain,Medium,1052.6,54.31
Storm,Medium,1114.9,80.31
Snow,Low,341.9,18.08
Snow,Jam,848.4,75.63
Storm,Medium,1170.1,82.88
Snow,Low,730.2,37.42
Clear,Medium,98.6,3.62
Fog,High,628.4,48.66
Snow,Jam,361.1,42.26
Clear,Medium,617.1,20.9
Snow,High,1453.8,103.42
Storm,High,1122.8,104.47
Storm,Low,1093.2,59.72
Clear,Jam,951.7,58.26
Fog,Jam,527.8,57.58
Rain,Low,674.6,24.85
Rain,Jam,1266.7,127.5
Fog,High,102.7,7.65
Fog,Medium,903.0,43.33
Rain,Low,31.3,1.14
Storm,Low,13.9,0.9
Storm,Low,377.3,19.49
Clear,Medium,264.7,9.62
Snow,Jam,635.3,57.56
Rain,Low,93.6,3.85
Clear,Medium,111.1,3.86
Snow,Medium,922.9,52.84
Rain,Medium,265.5,10.55
Storm,High,421.2,44.53
Clear,Low,204.1,5.39
Snow,Jam,1167.4,124.15
Storm,Jam,1429.7,164.07
Snow,Jam,995.1,101.92
Snow,Low,876.8,45.63
Snow,Low,263.9,16.2
Rain,Medium,1181.7,50.94
Storm,High,107.3,10.17
Clear,Low,189.1,6.16
Snow,Medium,519.3,26.81
Storm,Medium,1402.0,106.99
Fog,Jam,1093.7,109.48
Snow,Medium,677.9,46.58
Fog,Low,473.2,18.78
Rain,Medium,1305.2,55.16
Rain,Jam,1132.2,115.84
Rain,High,96.4,5.86
Clear,Jam,1172.8,69.62
Clear,Jam,665.4,40.87
Snow,Medium,386.3,24.35
Rain,Jam,221.4,18.35
Storm,High,264.3,29.9
Clear,High,963.7,47.31
Rain,Medium,911.5,41.19
Fog,High,423.4,26.23
Fog,High,370.3,25.05
Snow,High,20.6,1.29
Fog,Jam,168.8,13.06
Snow,Medium,161.4,8.87
Fog,Medium,1086.0,60.38
Rain,Jam,17.0,1.31
Rain,Low,1263.4,50.83
Storm,Low,977.4,68.07
Clear,Medium,695.7,20.76
Rain,Jam,1377.5,116.44
Rain,Jam,205.4,18.76
Snow,High,709.6,67.34
Rain,Medium,1310.8,65.11
Storm,Low,512.6,31.35
Clear,Medium,263.1,9.72
Snow,Jam,269.2,31.39
Storm,Low,1189.4,78.84
Rain,Jam,267.5,21.44
Fog,Low,423.4,18.31
Rain,High,929.8,56.42
Rain,Low,51.9,2.01
Fog,Medium,10.4,0.49
Clear,Jam,1334.2,81.01
Rain,High,16.7,1.14
Snow,Jam,405.7,39.82
Rain,Medium,704.1,31.28
Rain,High,1394.7,68.8
Storm,Medium,409.8,32.62
Snow,High,1192.2,80.59
Storm,High,455.4,40.52
Clear,Medium,1161.7,42.35
Fog,High,1417.1,96.35
Clear,High,891.1,43.74
Rain,Medium,434.7,21.76
Fog,Low,1395.9,53.53
Fog,Medium,708.1,34.5
Rain,High,652.0,40.58
Fog,High,1443.8,93.84
Storm,Low,1346.9,74.34
Rain,Medium,16.5,0.71
Rain,Medium,675.5,31.2
Storm,Medium,822.2,60.88
Clear,Jam,921.4,52.74
Rain,Jam,863.2,80.87
Storm,Jam,165.4,17.16
Rain,Medium,1150.5,51.53
Fog,Medium,1456.5,79.85
Storm,High,98.5,9.6
Rain,Low,427.4,15.43
Fog,Medium,1242.9,67.65
Snow,Jam,814.8,82.09
Snow,High,812.1,59.19
Snow,Jam,625.7,74.82
Clear,Jam,1173.3,76.67
Clear,Low,698.3,17.67
Storm,Jam,155.5,18.74
Storm,Medium,1284.9,86.83
Fog,Medium,1435.9,66.33
Storm,High,411.7,46.87
Storm,Jam,785.5,97.7
Clear,Medium,1157.4,36.11
Storm,Jam,176.3,16.99
Clear,Medium,890.1,28.67
Rain,Low,893.6,34.44
Storm,High,166.3,15.56
Fog,Medium,242.1,10.07
Storm,Low,554.9,38.78
Storm,Medium,1186.0,81.63
Fog,Medium,423.7,17.94
Snow,Medium,1291.1,86.92
Fog,Jam,1294.8,118.36
Snow,Jam,209.6,25.31
Clear,Medium,1101.7,36.7
Rain,Jam,387.6,30.88
Rain,Low,1097.8,44.63
Fog,High,833.4,63.49
Clear,Low,630.4,19.34
Fog,Jam,914.0,80.66
Rain,Jam,1399.6,111.07
Rain,Low,470.9,20.08
Rain,Medium,1146.2,53.58
Storm,Medium,481.4,38.59
Fog,High,202.1,12.08
Rain,Low,43.9,1.78
Rain,Low,538.8,19.88
Storm,Jam,296.8,45.19
Clear,High,1051.2,51.1
Rain,Low,438.9,17.08
Fog,Jam,510.0,47.45
Clear,Medium,1050.3,36.13
Storm,Jam,53.8,7.13
Clear,Jam,242.0,15.18
Storm,Medium,594.2,47.89
Storm,Medium,1005.3,86.27
Clear,Jam,834.9,51.84
Rain,Jam,288.5,21.08
Storm,High,1084.8,130.45
Fog,Medium,1185.1,60.67
Storm,Jam,1423.0,175.04
Rain,Medium,59.3,2.64
Snow,High,752.4,69.77
Storm,Low,1415.2,89.33
Rain,Jam,935.1,72.88
Fog,Jam,1137.0,98.53
Rain,Medium,1123.9,50.17
Rain,Low,757.0,30.29
Rain,High,132.4,9.17
Clear,Low,1442.7,40.05
Snow,Jam,558.9,50.55
Snow,Jam,378.8,42.5
Clear,Low,166.7,4.73
Rain,Low,1352.4,49.18
Snow,Medium,526.1,30.56
Clear,High,1499.5,75.45
Snow,High,1278.2,92.8
Fog,Jam,1483.4,133.28
Clear,High,1428.8,56.44
Fog,Low,552.5,27.09
Clear,Low,1473.0,41.3
Rain,Low,826.9,30.43
Storm,Jam,753.5,96.61
Storm,Low,1361.6,98.76
Fog,High,1055.8,66.25
Clear,High,818.9,40.55
Snow,Medium,315.6,17.34
Snow,Low,1051.1,50.87
Clear,High,23.6,1.07
Clear,Low,1112.7,26.45
Fog,Low,334.5,14.73
Fog,High,1365.9,86.53
Clear,Medium,560.1,18.01
Storm,Medium,629.2,53.34
Fog,Jam,1131.5,94.6
Rain,Jam,202.6,17.68
Fog,Low,1215.6,45.55
Clear,Jam,1179.0,78.05
Clear,High,1317.0,51.28
Rain,Jam,1374.3,120.13
Clear,Medium,306.6,11.45
Snow,Jam,292.3,32.52
Clear,High,1411.8,65.98
Fog,Low,709.9,29.56
Clear,Low,1102.1,32.89
Snow,Low,935.7,38.73
Fog,Medium,737.0,32.41
Clear,Jam,900.7,60.73
Rain,High,1193.3,62.12
Clear,Low,874.6,25.67
Clear,Medium,89.3,3.16
Snow,High,1040.7,84.95
Storm,Jam,993.6,124.71
Snow,Medium,1036.7,58.07
Fog,Jam,1333.8,118.73
Clear,Jam,542.5,30.55
Fog,High,897.4,54.47
Rain,High,839.1,62.14
Storm,Low,592.9,41.97
Rain,Jam,1298.9,100.33
Clear,Medium,1292.4,43.59
Fog,High,1071.1,81.64
Fog,High,98.0,7.08
Fog,High,710.9,54.84
Snow,High,1090.9,83.9
Snow,Low,1480.1,67.18
Fog,Low,353.2,14.59
Storm,Jam,549.1,60.21
Rain,Medium,70.1,3.14
Storm,Medium,113.4,7.71
Clear,Low,1278.8,41.25
Rain,Low,1367.6,54.95
Clear,Medium,687.5,23.44
Snow,High,670.3,42.7
Snow,Low,528.0,25.4
Clear,Low,1273.4,36.8
Clear,Medium,1335.2,47.09
Clear,Low,1136.7,34.4
Fog,Low,348.2,13.42
Rain,High,1157.3,60.23
Clear,Low,1136.3,27.49
Fog,High,1451.7,109.04
Fog,Low,1462.9,52.21
Fog,High,1179.4,81.65
Fog,Jam,190.7,17.0
Rain,Jam,1370.0,116.76
Clear,Jam,1079.2,67.03
Rain,Medium,805.9,37.3
Fog,High,747.4,49.54
Rain,Jam,1166.8,90.0
Clear,High,272.5,13.74
Rain,High,744.5,39.19
Clear,Medium,672.8,25.51
Clear,Jam,1081.9,63.33
Clear,High,1215.9,52.73
Fog,High,633.9,45.79
Snow,Medium,1213.3,86.53
Storm,Jam,950.4,108.65
Rain,Jam,773.4,59.12
Snow,Medium,338.1,19.93
Snow,High,36.8,2.71
Clear,High,586.9,25.51
Fog,High,578.2,38.89
Snow,Medium,522.4,31.8
Snow,High,59.1,4.43
Snow,High,424.2,32.62
Snow,Jam,194.3,19.34
Clear,Low,47.6,1.35
Clear,Low,351.0,11.65
Snow,Medium,702.2,38.89
Fog,Medium,761.9,38.67
Storm,High,1442.2,147.07
Storm,High,951.9,77.6
Clear,High,192.7,9.68
Storm,High,624.6,64.5
Storm,Low,618.8,36.59
Storm,Low,1401.4,87.08
Fog,Medium,451.9,22.18
Rain,Medium,108.6,4.74
Clear,High,1052.2,48.3
Storm,Medium,1272.6,87.13
Fog,High,575.7,41.85
Snow,Medium,797.2,53.26
Storm,High,287.9,27.66
Clear,High,1464.9,71.38
Rain,Low,1127.3,41.83
Clear,Low,74.7,2.21
Clear,Low,1017.5,27.02
Rain,Jam,1333.2,101.18
Clear,Low,1259.9,32.04
Clear,High,1324.7,53.73
Snow,Jam,1284.5,113.96
Fog,Medium,540.3,24.68
Rain,High,533.3,30.5
Fog,Low,48.9,2.01
Clear,High,144.7,6.45
Snow,High,336.9,25.52
Clear,High,626.7,25.74
Storm,Medium,1080.5,80.06
Fog,High,869.3,58.94
Fog,Low,214.1,10.3
Rain,High,1052.9,62.04
Snow,Jam,1065.9,112.17
Rain,Low,390.2,15.96
Clear,Jam,893.5,61.8
Fog,High,538.7,36.24
Rain,Medium,732.0,33.92
Fog,High,550.9,35.55
Fog,High,430.5,24.62
Fog,Low,126.2,5.22
Fog,Jam,552.8,51.47
Snow,High,332.5,25.85
Snow,Jam,1325.5,139.93
Storm,Medium,876.0,69.85
Clear,Jam,749.2,47.59
Snow,Medium,291.6,16.2
Snow,Medium,1471.7,75.5
Rain,High,429.6,25.92
Clear,Jam,1290.5,85.73
Snow,Medium,1156.4,61.14
Rain,Medium,123.2,5.44
Snow,Jam,1086.3,118.22
Snow,High,69.8,5.88
Snow,High,897.8,64.62
Fog,Medium,13.2,0.65
Fog,Jam,1106.1,93.18
Storm,High,961.8,81.03
Snow,Medium,1409.0,94.32
Fog,Jam,335.3,29.63
Storm,Jam,942.3,131.09
Rain,Medium,48.9,2.42
Rain,Jam,752.8,63.03
Storm,Medium,1098.3,94.72
Storm,Jam,663.4,83.86
Rain,High,1226.5,70.19
Storm,Low,743.1,46.17
Snow,Jam,1411.6,136.99
Storm,High,1272.9,130.64
Snow,Medium,1230.0,77.82
Storm,Low,1150.7,76.13
Clear,High,1117.2,50.53
Rain,High,1393.9,73.1
Rain,High,30.0,1.96
Storm,Medium,49.9,3.92
Fog,Jam,163.8,12.74
Snow,Jam,113.2,12.3
Rain,Low,186.6,7.4
Rain,High,123.4,7.42
Fog,Medium,1438.3,82.22
Storm,Jam,209.5,26.09
Snow,Medium,10.0,0.58
Clear,Medium,1445.3,48.77
Storm,High,278.3,21.15
Rain,High,834.4,44.34
Fog,Jam,863.7,63.69
Clear,Low,1057.0,31.45
Clear,Medium,1090.9,32.56
Storm,Jam,49.3,5.28
Snow,Medium,952.7,61.73
Snow,Medium,351.3,22.49
Rain,Low,1388.8,46.65
Fog,Low,21.6,0.82
Snow,Medium,93.0,5.14
Storm,Jam,1334.9,187.49
Snow,Jam,1450.8,184.75
Rain,High,1342.0,85.2
Storm,Jam,802.3,109.14
Rain,Low,883.5,35.8
Fog,Jam,397.5,36.95
Snow,Jam,683.3,83.16
Fog,Jam,144.6,15.05
Fog,Low,1184.6,51.51
Fog,Low,783.7,29.25
Clear,Medium,1336.4,42.24
Clear,Jam,268.6,14.15
Fog,Jam,1334.1,113.99
Clear,Low,187.0,5.3
Rain,Low,1363.3,54.11
Fog,Medium,422.3,20.15
Storm,Jam,511.6,61.39
Rain,Medium,384.0,18.18
Snow,Low,655.3,36.6
Fog,Medium,958.3,49.45
Rain,Low,255.8,8.95
Rain,Low,403.5,15.13
Storm,Jam,1069.2,149.57
Clear,Low,1220.5,35.19
Fog,Jam,398.7,35.76
Rain,Medium,695.9,36.9
Fog,Low,825.3,34.56
Clear,High,191.4,8.26
Rain,Low,400.5,16.52
Storm,Medium,182.3,13.4
Fog,Low,973.5,37.36
Fog,Medium,1337.2,67.98
Snow,Low,698.1,34.47
Clear,Medium,377.3,13.04
Clear,High,1377.0,61.76
Storm,Low,1263.1,71.54
Storm,Medium,564.6,36.65
Snow,Jam,685.5,81.69
Rain,Low,223.0,8.24
Clear,Low,83.4,2.29
Fog,High,805.5,62.75
Storm,High,473.6,38.48
Fog,Medium,314.7,17.02
Rain,Jam,1233.4,113.74
Clear,Jam,1366.1,83.13
Fog,Low,951.2,41.23
Storm,Medium,1096.0,79.7
Storm,Jam,1393.7,170.32
Storm,Medium,453.8,38.19
Clear,Low,255.4,7.62
Storm,Medium,1374.9,95.03
Fog,Medium,12.7,0.59
Storm,Jam,1464.7,217.48
Clear,High,1456.7,60.8
Storm,Jam,813.3,123.16
Fog,High,710.3,46.14
Storm,Medium,770.9,58.28
Snow,High,923.1,74.11
